3.717089847587784508e-35 8.242229807693581097e+06 2.156387979259174641e-06
5.214934289456800674e-33 2.472668942308074236e+07 2.156387979259174641e-06
5.194793218859174610e-32 4.121114903846791387e+07 2.156387979259174641e-06
2.361264183592526589e-31 5.769560865385506302e+07 2.156387979259174641e-06
7.316353030434633055e-31 7.418006826924224198e+07 2.156387979259174641e-06
1.804971738571586960e-30 9.066452788462939858e+07 2.156387979259174641e-06
3.827793646141033138e-30 1.071489875000165552e+08 2.156387979259174641e-06
7.288095857318396501e-30 1.236334471154037267e+08 2.156387979259174641e-06
1.280040330201017751e-29 1.401179067307908833e+08 2.156388451221530397e-06
2.111517311173082556e-29 1.566023663461780548e+08 2.156388451221530397e-06
3.312762561198051204e-29 1.730868259615652263e+08 2.156388451221530397e-06
4.988602563040344036e-29 1.895712855769523680e+08 2.156388923183885730e-06
7.259951825034211422e-29 2.060558138775879443e+08 2.156389867108597243e-06
1.026457683201164424e-28 2.225402734929750860e+08 2.156390811033307908e-06
1.415778290026510498e-28 2.390248017936106920e+08 2.156392226920375177e-06
1.911315109482528287e-28 2.555093300942462385e+08 2.156394114769796932e-06
2.532316100466055129e-28 2.719939270801301599e+08 2.156397418506285956e-06
3.299985657146733489e-28 2.884785240660141706e+08 2.156401666167486069e-06
4.237548688730296599e-28 3.049632584223948717e+08 2.156407329715753028e-06
5.370306689251445480e-28 3.214480614640240073e+08 2.156415353075798345e-06
6.725700816090828621e-28 3.379330018761499524e+08 2.156425736247620750e-06
8.333369962260523069e-28 3.544181483440211415e+08 2.156438951193576845e-06
1.022520782744320866e-27 3.709035695528858304e+08 2.156456413800733054e-06
1.243540897532203283e-27 3.873892655027441382e+08 2.156479067993800465e-06
1.500055193702360869e-27 4.038753735640928745e+08 2.156507385735134835e-06
1.795960521859584442e-27 4.203619624221802950e+08 2.156542782911803009e-06
2.135405045430299018e-27 4.368491694475033879e+08 2.156586675410871409e-06
2.522787239416262968e-27 4.533372006958072186e+08 2.156640479119406881e-06
2.962763900364979405e-27 4.698260561670919061e+08 2.156706553849187359e-06
3.460258156340103974e-27 4.863161479728476405e+08 2.156786315487279266e-06
4.020461469414052991e-27 5.028076134835712314e+08 2.156883067770172473e-06
4.648840644392105913e-27 5.193006587550081611e+08 2.156998226584932553e-06
5.351145838782825332e-27 5.357957645838969350e+08 2.157135567630404289e-06
6.133413566536945678e-27 5.522932057112311125e+08 2.157298394643077550e-06
7.001977711756708830e-27 5.687933942485014200e+08 2.157490483321796270e-06
7.963471531188447496e-27 5.852968796776945591e+08 2.157715609365405230e-06
9.024840670424509941e-27 6.018041427955497503e+08 2.157978492397460298e-06
1.019334817013477370e-26 6.183158704545506239e+08 2.158283852041516921e-06
1.147657546731293797e-26 6.348328181924297810e+08 2.158637823808197813e-06
1.288245543640446374e-26 6.513556728616712093e+08 2.159046543208125266e-06
1.441924835939535787e-26 6.678853960557522774e+08 2.159515673789565816e-06
1.609560500432913809e-26 6.844230180533990860e+08 2.160053710874920959e-06
1.792050655052876751e-26 7.009693630775922537e+08 2.160668205861878137e-06
1.990334468830076199e-26 7.175266290562807322e+08 2.161368126035195028e-06
2.205390159400913960e-26 7.340948846747127771e+08 2.162162438679627191e-06
2.438239999239052757e-26 7.506768773428242207e+08 2.163061526966995760e-06
2.689947311916507863e-26 7.672732939130994081e+08 2.164077189956192102e-06
2.961621478335157789e-26 7.838868817954736948e+08 2.165221226706104197e-06
3.254422942958247232e-26 8.005197015473994017e+08 2.166506380200333655e-06
3.569562212564089352e-26 8.171731268738441467e+08 2.167947281271901723e-06
3.908301858738664657e-26 8.338505920372282267e+08 2.169559032716187945e-06
4.271966530338638942e-26 8.505548444474873543e+08 2.171358625177993198e-06
4.661937947259852022e-26 8.672886315145570040e+08 2.173363049302117511e-06
5.079667916639236580e-26 8.840547006483737230e+08 2.175592127507495451e-06
5.526676330362218134e-26 9.008578598163250685e+08 2.178066626137771402e-06
6.004561177525724371e-26 9.177008564283468723e+08 2.180808255461302535e-06
6.515001548177094087e-26 9.345884984518271685e+08 2.183841557520578862e-06
7.059767645777080203e-26 9.515255938541535139e+08 2.187191546320445729e-06
7.640726794677675109e-26 9.685162637502298355e+08 2.190886539602237929e-06
8.259850448846201297e-26 9.855666898124117851e+08 2.194956270994355407e-06
8.919228209313541985e-26 1.002683053713055611e+09 2.199432361974622404e-06
9.621074832898250123e-26 1.019870850272032619e+09 2.204349265794996004e-06
1.036774525090105865e-25 1.037136948014182806e+09 2.209743795519210803e-06
1.116174358032160502e-25 1.054488215464345574e+09 2.215656539909846178e-06
1.200574415003075019e-25 1.071933581704813123e+09 2.222129503616548774e-06
1.290261052445030727e-25 1.089480602112908602e+09 2.229209410912519412e-06
1.385541652972537544e-25 1.107138892623408318e+09 2.236945817845094297e-06
1.486744625372432157e-25 1.124917382318603277e+09 2.245392528122808478e-06
1.594224410835387107e-25 1.142826373985753536e+09 2.254607121153042207e-06
1.708364486694813074e-25 1.160877544117086411e+09 2.264651895966731181e-06
1.829578367673161011e-25 1.179081882352345705e+09 2.275594815143078059e-06
1.958314612113428020e-25 1.197452438888726711e+09 2.287509032847197122e-06
2.095060826964364063e-25 1.216002263923425198e+09 2.300474310717179854e-06
2.240347672765675012e-25 1.234745094506120443e+09 2.314575601977030635e-06
2.394754871125833637e-25 1.253696728243943691e+09 2.329907299097863466e-06
2.558917212199886012e-25 1.272872275891542912e+09 2.346570873986127422e-06
2.733528559674654786e-25 1.292289595613501072e+09 2.364676765833025868e-06
2.919353865724360256e-25 1.311965171869433641e+09 2.384345797001587538e-06
3.117233175995820189e-25 1.331917549676407814e+09 2.405710588913727027e-06
3.328096648302975018e-25 1.352168021461426973e+09 2.428915090087895389e-06
3.552972562597292090e-25 1.372735819094042301e+09 2.454117879875566619e-06
3.792998334677089186e-25 1.393642921853740931e+09 2.481492168461234266e-06
4.049441542359852800e-25 1.414912682724978209e+09 2.511229572561262987e-06
4.323711940437860124e-25 1.436567767839725256e+09 2.543540587386239225e-06
4.617382486850506507e-25 1.458632903887404919e+09 2.578656946452748715e-06
4.932214373841839627e-25 1.481133504409924507e+09 2.616835397282224659e-06
5.270179055379183125e-25 1.504096356654158831e+09 2.658359589250367356e-06
5.633494292019992002e-25 1.527547561014498711e+09 2.703544793210700501e-06
6.024653187054586164e-25 1.551515278442787886e+09 2.752740261306348694e-06
6.446470243836014812e-25 1.576027669890868664e+09 2.806334890518305245e-06
6.902127423109916240e-25 1.601112209458100080e+09 2.864762414251343799e-06
7.395231214053692886e-25 1.626797744948809385e+09 2.928506593919927000e-06
7.929874711547198916e-25 1.653111750462354898e+09 2.998107826421188350e-06
