  1000  1.0000E+00
   i   x             den           ener          pres          vel           cs
   544  6.522000E-01  1.086484E-01  6.906514E-01  5.002543E-02  1.576424E-01  8.760082E-01
   545  6.534000E-01  1.095815E-01  6.849870E-01  5.004124E-02  1.579459E-01  8.724085E-01
   546  6.546000E-01  1.105212E-01  6.793795E-01  5.005723E-02  1.582496E-01  8.688303E-01
   547  6.558000E-01  1.114677E-01  6.738285E-01  5.007339E-02  1.585534E-01  8.652735E-01
   548  6.570000E-01  1.124209E-01  6.683331E-01  5.008971E-02  1.588574E-01  8.617379E-01
   549  6.582000E-01  1.133808E-01  6.628927E-01  5.010621E-02  1.591617E-01  8.582234E-01
   550  6.594000E-01  1.143476E-01  6.575067E-01  5.012288E-02  1.594661E-01  8.547297E-01
   551  6.606000E-01  1.153213E-01  6.521744E-01  5.013973E-02  1.597707E-01  8.512568E-01
   552  6.618000E-01  1.163019E-01  6.468953E-01  5.015676E-02  1.600755E-01  8.478045E-01
   553  6.630000E-01  1.172894E-01  6.416686E-01  5.017396E-02  1.603805E-01  8.443726E-01
   554  6.642000E-01  1.182840E-01  6.364938E-01  5.019135E-02  1.606858E-01  8.409609E-01
   555  6.654000E-01  1.192856E-01  6.313702E-01  5.020892E-02  1.609912E-01  8.375694E-01
   556  6.666000E-01  1.202943E-01  6.262974E-01  5.022667E-02  1.612968E-01  8.341978E-01
   557  6.678000E-01  1.213102E-01  6.212746E-01  5.024461E-02  1.616026E-01  8.308460E-01
   558  6.690000E-01  1.223332E-01  6.163013E-01  5.026273E-02  1.619087E-01  8.275138E-01
   559  6.702000E-01  1.233635E-01  6.113769E-01  5.028105E-02  1.622149E-01  8.242012E-01
   560  6.714000E-01  1.244010E-01  6.065009E-01  5.029955E-02  1.625214E-01  8.209079E-01
   561  6.726000E-01  1.254459E-01  6.016726E-01  5.031825E-02  1.628281E-01  8.176338E-01
   562  6.738000E-01  1.264982E-01  5.968916E-01  5.033714E-02  1.631350E-01  8.143788E-01
   563  6.750000E-01  1.275579E-01  5.921573E-01  5.035623E-02  1.634421E-01  8.111427E-01
   564  6.762000E-01  1.286251E-01  5.874692E-01  5.037551E-02  1.637495E-01  8.079254E-01
   565  6.774000E-01  1.296998E-01  5.828267E-01  5.039500E-02  1.640570E-01  8.047268E-01
   566  6.786000E-01  1.307821E-01  5.782293E-01  5.041469E-02  1.643648E-01  8.015466E-01
   567  6.798000E-01  1.318720E-01  5.736765E-01  5.043458E-02  1.646728E-01  7.983848E-01
   568  6.810000E-01  1.329696E-01  5.691678E-01  5.045468E-02  1.649811E-01  7.952413E-01
   569  6.822000E-01  1.340749E-01  5.647027E-01  5.047498E-02  1.652896E-01  7.921158E-01
   570  6.834000E-01  1.351880E-01  5.602807E-01  5.049549E-02  1.655983E-01  7.890083E-01
   571  6.846000E-01  1.363090E-01  5.559013E-01  5.051621E-02  1.659073E-01  7.859186E-01
   572  6.858000E-01  1.374378E-01  5.515639E-01  5.053715E-02  1.662165E-01  7.828466E-01
   573  6.870000E-01  1.385746E-01  5.472683E-01  5.055830E-02  1.665259E-01  7.797921E-01
   574  6.882000E-01  1.397193E-01  5.430138E-01  5.057967E-02  1.668356E-01  7.767552E-01
   575  6.894000E-01  1.408721E-01  5.388000E-01  5.060126E-02  1.671456E-01  7.737355E-01
   576  6.906000E-01  1.420330E-01  5.346264E-01  5.062307E-02  1.674557E-01  7.707330E-01
   577  6.918000E-01  1.432021E-01  5.304926E-01  5.064510E-02  1.677662E-01  7.677475E-01
   578  6.930000E-01  1.443794E-01  5.263982E-01  5.066735E-02  1.680769E-01  7.647790E-01
   579  6.942000E-01  1.455649E-01  5.223427E-01  5.068984E-02  1.683878E-01  7.618272E-01
   580  6.954000E-01  1.467587E-01  5.183257E-01  5.071255E-02  1.686990E-01  7.588922E-01
   581  6.966000E-01  1.479610E-01  5.143467E-01  5.073549E-02  1.690105E-01  7.559737E-01
   582  6.978000E-01  1.491716E-01  5.104053E-01  5.075867E-02  1.693222E-01  7.530717E-01
   583  6.990000E-01  1.503908E-01  5.065012E-01  5.078208E-02  1.696342E-01  7.501860E-01
   584  7.002000E-01  1.516185E-01  5.026338E-01  5.080573E-02  1.699465E-01  7.473165E-01
   585  7.014000E-01  1.528549E-01  4.988028E-01  5.082962E-02  1.702591E-01  7.444631E-01
   586  7.026000E-01  1.540999E-01  4.950078E-01  5.085375E-02  1.705719E-01  7.416257E-01
   587  7.038000E-01  1.553536E-01  4.912484E-01  5.087813E-02  1.708850E-01  7.388041E-01
   588  7.050000E-01  1.566161E-01  4.875241E-01  5.090275E-02  1.711983E-01  7.359983E-01
   589  7.062000E-01  1.578875E-01  4.838347E-01  5.092762E-02  1.715120E-01  7.332081E-01
   590  7.074000E-01  1.591677E-01  4.801797E-01  5.095274E-02  1.718259E-01  7.304334E-01
   591  7.086000E-01  1.604570E-01  4.765587E-01  5.097811E-02  1.721402E-01  7.276741E-01
   592  7.098000E-01  1.617553E-01  4.729714E-01  5.100374E-02  1.724547E-01  7.249302E-01
   593  7.110000E-01  1.630627E-01  4.694174E-01  5.102963E-02  1.727695E-01  7.222014E-01
   594  7.122000E-01  1.643792E-01  4.658963E-01  5.105578E-02  1.730846E-01  7.194877E-01
   595  7.134000E-01  1.657050E-01  4.624078E-01  5.108219E-02  1.734000E-01  7.167890E-01
   596  7.146000E-01  1.670401E-01  4.589516E-01  5.110886E-02  1.737157E-01  7.141051E-01
   597  7.158000E-01  1.683845E-01  4.555272E-01  5.113581E-02  1.740317E-01  7.114361E-01
   598  7.170000E-01  1.697383E-01  4.521343E-01  5.116302E-02  1.743481E-01  7.087817E-01
   599  7.182000E-01  1.711017E-01  4.487727E-01  5.119050E-02  1.746647E-01  7.061418E-01
   600  7.194000E-01  1.724746E-01  4.454419E-01  5.121826E-02  1.749816E-01  7.035164E-01
   601  7.206000E-01  1.738571E-01  4.421416E-01  5.124630E-02  1.752989E-01  7.009054E-01
   602  7.218000E-01  1.752493E-01  4.388715E-01  5.127461E-02  1.756165E-01  6.983086E-01
   603  7.230000E-01  1.766513E-01  4.356312E-01  5.130321E-02  1.759344E-01  6.957260E-01
   604  7.242000E-01  1.780631E-01  4.324205E-01  5.133210E-02  1.762526E-01  6.931574E-01
   605  7.254000E-01  1.794848E-01  4.292391E-01  5.136127E-02  1.765711E-01  6.906028E-01
   606  7.266000E-01  1.809165E-01  4.260865E-01  5.139073E-02  1.768900E-01  6.880621E-01
   607  7.278000E-01  1.823583E-01  4.229626E-01  5.142048E-02  1.772092E-01  6.855351E-01
   608  7.290000E-01  1.838102E-01  4.198669E-01  5.145053E-02  1.775288E-01  6.830218E-01
   609  7.302000E-01  1.852722E-01  4.167993E-01  5.148088E-02  1.778486E-01  6.805221E-01
   610  7.314000E-01  1.867445E-01  4.137594E-01  5.151153E-02  1.781689E-01  6.780358E-01
   611  7.326000E-01  1.882272E-01  4.107468E-01  5.154248E-02  1.784894E-01  6.755630E-01
   612  7.338000E-01  1.897203E-01  4.077614E-01  5.157374E-02  1.788104E-01  6.731034E-01
   613  7.350000E-01  1.912239E-01  4.048029E-01  5.160531E-02  1.791316E-01  6.706571E-01
   614  7.362000E-01  1.927380E-01  4.018708E-01  5.163719E-02  1.794533E-01  6.682239E-01
   615  7.374000E-01  1.942628E-01  3.989651E-01  5.166939E-02  1.797753E-01  6.658037E-01
   616  7.386000E-01  1.957983E-01  3.960853E-01  5.170190E-02  1.800976E-01  6.633964E-01
   617  7.398000E-01  1.973447E-01  3.932313E-01  5.173473E-02  1.804203E-01  6.610020E-01
   618  7.410000E-01  1.989019E-01  3.904027E-01  5.176789E-02  1.807434E-01  6.586204E-01
   619  7.422000E-01  2.004701E-01  3.875993E-01  5.180137E-02  1.810668E-01  6.562514E-01
   620  7.434000E-01  2.020493E-01  3.848209E-01  5.183519E-02  1.813907E-01  6.538950E-01
   621  7.446000E-01  2.036397E-01  3.820670E-01  5.186934E-02  1.817149E-01  6.515511E-01
   622  7.458000E-01  2.052413E-01  3.793376E-01  5.190382E-02  1.820394E-01  6.492197E-01
   623  7.470000E-01  2.068541E-01  3.766324E-01  5.193864E-02  1.823644E-01  6.469006E-01
   624  7.482000E-01  2.084784E-01  3.739510E-01  5.197380E-02  1.826897E-01  6.445937E-01
   625  7.494000E-01  2.101141E-01  3.712933E-01  5.200931E-02  1.830155E-01  6.422990E-01
   626  7.506000E-01  2.117614E-01  3.686590E-01  5.204517E-02  1.833416E-01  6.400165E-01
   627  7.518000E-01  2.134204E-01  3.660479E-01  5.208138E-02  1.836682E-01  6.377459E-01
   628  7.530000E-01  2.150910E-01  3.634596E-01  5.211794E-02  1.839951E-01  6.354872E-01
   629  7.542000E-01  2.167735E-01  3.608941E-01  5.215486E-02  1.843224E-01  6.332404E-01
   630  7.554000E-01  2.184679E-01  3.583511E-01  5.219214E-02  1.846502E-01  6.310054E-01
   631  7.566000E-01  2.201744E-01  3.558302E-01  5.222979E-02  1.849783E-01  6.287821E-01
   632  7.578000E-01  2.218929E-01  3.533314E-01  5.226781E-02  1.853069E-01  6.265703E-01
   633  7.590000E-01  2.236236E-01  3.508543E-01  5.230619E-02  1.856359E-01  6.243702E-01
   634  7.602000E-01  2.253665E-01  3.483988E-01  5.234495E-02  1.859653E-01  6.221814E-01
   635  7.614000E-01  2.271219E-01  3.459646E-01  5.238409E-02  1.862952E-01  6.200041E-01
   636  7.626000E-01  2.288897E-01  3.435515E-01  5.242361E-02  1.866254E-01  6.178381E-01
   637  7.638000E-01  2.306702E-01  3.411594E-01  5.246352E-02  1.869562E-01  6.156833E-01
   638  7.650000E-01  2.324632E-01  3.387879E-01  5.250382E-02  1.872873E-01  6.135397E-01
   639  7.662000E-01  2.342691E-01  3.364369E-01  5.254451E-02  1.876189E-01  6.114072E-01
   640  7.674000E-01  2.360878E-01  3.341061E-01  5.258559E-02  1.879509E-01  6.092857E-01
   641  7.686000E-01  2.379195E-01  3.317955E-01  5.262707E-02  1.882834E-01  6.071751E-01
   642  7.698000E-01  2.397643E-01  3.295046E-01  5.266896E-02  1.886163E-01  6.050754E-01
   643  7.710000E-01  2.416222E-01  3.272335E-01  5.271126E-02  1.889497E-01  6.029865E-01
   644  7.722000E-01  2.434935E-01  3.249818E-01  5.275396E-02  1.892835E-01  6.009084E-01
   645  7.734000E-01  2.453781E-01  3.227494E-01  5.279708E-02  1.896179E-01  5.988409E-01
   646  7.746000E-01  2.472762E-01  3.205360E-01  5.284062E-02  1.899526E-01  5.967840E-01
   647  7.758000E-01  2.491879E-01  3.183416E-01  5.288459E-02  1.902879E-01  5.947376E-01
   648  7.770000E-01  2.511134E-01  3.161658E-01  5.292898E-02  1.906236E-01  5.927017E-01
   649  7.782000E-01  2.530526E-01  3.140086E-01  5.297379E-02  1.909598E-01  5.906762E-01
   650  7.794000E-01  2.550058E-01  3.118696E-01  5.301905E-02  1.912965E-01  5.886610E-01
   651  7.806000E-01  2.569731E-01  3.097488E-01  5.306474E-02  1.916337E-01  5.866561E-01
   652  7.818000E-01  2.589545E-01  3.076460E-01  5.311088E-02  1.919714E-01  5.846613E-01
   653  7.830000E-01  2.609502E-01  3.055610E-01  5.315746E-02  1.923095E-01  5.826767E-01
   654  7.842000E-01  2.629603E-01  3.034935E-01  5.320450E-02  1.926482E-01  5.807022E-01
   655  7.854000E-01  2.649849E-01  3.014435E-01  5.325198E-02  1.929874E-01  5.787376E-01
   656  7.866000E-01  2.670241E-01  2.994108E-01  5.329993E-02  1.933270E-01  5.767830E-01
   657  7.878000E-01  2.690781E-01  2.973952E-01  5.334835E-02  1.936672E-01  5.748383E-01
   658  7.890000E-01  2.711470E-01  2.953964E-01  5.339723E-02  1.940079E-01  5.729033E-01
   659  7.902000E-01  2.732308E-01  2.934145E-01  5.344658E-02  1.943492E-01  5.709781E-01
   660  7.914000E-01  2.753298E-01  2.914491E-01  5.349641E-02  1.946909E-01  5.690626E-01
   661  7.926000E-01  2.774441E-01  2.895001E-01  5.354673E-02  1.950332E-01  5.671568E-01
   662  7.938000E-01  2.795737E-01  2.875675E-01  5.359752E-02  1.953760E-01  5.652604E-01
   663  7.950000E-01  2.817188E-01  2.856509E-01  5.364881E-02  1.957194E-01  5.633736E-01
   664  7.962000E-01  2.838796E-01  2.837503E-01  5.370060E-02  1.960633E-01  5.614963E-01
   665  7.974000E-01  2.860561E-01  2.818655E-01  5.375289E-02  1.964077E-01  5.596283E-01
   666  7.986000E-01  2.882485E-01  2.799963E-01  5.380568E-02  1.967527E-01  5.577696E-01
   667  7.998000E-01  2.904570E-01  2.781426E-01  5.385898E-02  1.970983E-01  5.559202E-01
   668  8.010000E-01  2.926817E-01  2.763043E-01  5.391279E-02  1.974444E-01  5.540801E-01
   669  8.022000E-01  2.949226E-01  2.744811E-01  5.396712E-02  1.977911E-01  5.522490E-01
   670  8.034000E-01  2.971800E-01  2.726730E-01  5.402198E-02  1.981384E-01  5.504271E-01
   671  8.046000E-01  2.994541E-01  2.708798E-01  5.407737E-02  1.984862E-01  5.486142E-01
   672  8.058000E-01  3.017448E-01  2.691014E-01  5.413329E-02  1.988346E-01  5.468103E-01
   673  8.070000E-01  3.040525E-01  2.673375E-01  5.418975E-02  1.991836E-01  5.450153E-01
   674  8.082000E-01  3.063771E-01  2.655882E-01  5.424676E-02  1.995332E-01  5.432292E-01
   675  8.094000E-01  3.087190E-01  2.638532E-01  5.430432E-02  1.998833E-01  5.414519E-01
   676  8.106000E-01  3.110781E-01  2.621324E-01  5.436243E-02  2.002341E-01  5.396834E-01
   677  8.118000E-01  3.134548E-01  2.604256E-01  5.442110E-02  2.005855E-01  5.379236E-01
   678  8.130000E-01  3.158491E-01  2.587328E-01  5.448034E-02  2.009374E-01  5.361724E-01
   679  8.142000E-01  3.182611E-01  2.570538E-01  5.454014E-02  2.012900E-01  5.344298E-01
   680  8.154000E-01  3.206912E-01  2.553884E-01  5.460053E-02  2.016432E-01  5.326958E-01
   681  8.166000E-01  3.231393E-01  2.537366E-01  5.466150E-02  2.019971E-01  5.309703E-01
   682  8.178000E-01  3.256057E-01  2.520981E-01  5.472305E-02  2.023515E-01  5.292533E-01
   683  8.190000E-01  3.280905E-01  2.504730E-01  5.478520E-02  2.027066E-01  5.275446E-01
   684  8.202000E-01  3.305939E-01  2.488610E-01  5.484795E-02  2.030623E-01  5.258443E-01
   685  8.214000E-01  3.331161E-01  2.472621E-01  5.491130E-02  2.034187E-01  5.241523E-01
   686  8.226000E-01  3.356571E-01  2.456760E-01  5.497527E-02  2.037757E-01  5.224685E-01
   687  8.238000E-01  3.382173E-01  2.441027E-01  5.503985E-02  2.041334E-01  5.207929E-01
   688  8.250000E-01  3.407968E-01  2.425421E-01  5.510505E-02  2.044917E-01  5.191254E-01
   689  8.262000E-01  3.433957E-01  2.409941E-01  5.517088E-02  2.048507E-01  5.174661E-01
   690  8.274000E-01  3.460143E-01  2.394584E-01  5.523735E-02  2.052103E-01  5.158148E-01
   691  8.286000E-01  3.486526E-01  2.379351E-01  5.530446E-02  2.055706E-01  5.141715E-01
   692  8.298000E-01  3.513109E-01  2.364240E-01  5.537222E-02  2.059316E-01  5.125361E-01
   693  8.310000E-01  3.539894E-01  2.349249E-01  5.544063E-02  2.062933E-01  5.109087E-01
   694  8.322000E-01  3.566883E-01  2.334379E-01  5.550970E-02  2.066557E-01  5.092891E-01
   695  8.334000E-01  3.594077E-01  2.319626E-01  5.557944E-02  2.070187E-01  5.076773E-01
   696  8.346000E-01  3.621478E-01  2.304992E-01  5.564985E-02  2.073825E-01  5.060733E-01
   697  8.358000E-01  3.649089E-01  2.290473E-01  5.572094E-02  2.077470E-01  5.044770E-01
   698  8.370000E-01  3.676910E-01  2.276070E-01  5.579271E-02  2.081121E-01  5.028884E-01
   699  8.382000E-01  3.704945E-01  2.261782E-01  5.586518E-02  2.084780E-01  5.013073E-01
   700  8.394000E-01  3.733196E-01  2.247606E-01  5.593835E-02  2.088446E-01  4.997339E-01
   701  8.406000E-01  3.761663E-01  2.233543E-01  5.601223E-02  2.092119E-01  4.981680E-01
   702  8.418000E-01  3.790350E-01  2.219590E-01  5.608682E-02  2.095800E-01  4.966096E-01
   703  8.430000E-01  3.819258E-01  2.205748E-01  5.616213E-02  2.099488E-01  4.950587E-01
   704  8.442000E-01  3.848389E-01  2.192015E-01  5.623817E-02  2.103183E-01  4.935151E-01
   705  8.454000E-01  3.877746E-01  2.178390E-01  5.631494E-02  2.106886E-01  4.919789E-01
   706  8.466000E-01  3.907331E-01  2.164872E-01  5.639246E-02  2.110596E-01  4.904501E-01
   707  8.478000E-01  3.937146E-01  2.151460E-01  5.647073E-02  2.114314E-01  4.889285E-01
   708  8.490000E-01  3.967193E-01  2.138153E-01  5.654975E-02  2.118039E-01  4.874141E-01
   709  8.502000E-01  3.997474E-01  2.124950E-01  5.662955E-02  2.121772E-01  4.859069E-01
   710  8.514000E-01  4.027992E-01  2.111851E-01  5.671011E-02  2.125513E-01  4.844069E-01
   711  8.526000E-01  4.058749E-01  2.098853E-01  5.679145E-02  2.129262E-01  4.829140E-01
   712  8.538000E-01  4.089747E-01  2.085958E-01  5.687358E-02  2.133019E-01  4.814281E-01
   713  8.550000E-01  4.120989E-01  2.073162E-01  5.695651E-02  2.136783E-01  4.799493E-01
   714  8.562000E-01  4.152476E-01  2.060466E-01  5.704024E-02  2.140556E-01  4.784774E-01
   715  8.574000E-01  4.184213E-01  2.047869E-01  5.712479E-02  2.144336E-01  4.770125E-01
   716  8.586000E-01  4.216200E-01  2.035369E-01  5.721015E-02  2.148125E-01  4.755545E-01
   717  8.598000E-01  4.248440E-01  2.022967E-01  5.729635E-02  2.151921E-01  4.741034E-01
   718  8.610000E-01  4.280937E-01  2.010660E-01  5.738338E-02  2.155726E-01  4.726591E-01
   719  8.622000E-01  4.313692E-01  1.998448E-01  5.747125E-02  2.159539E-01  4.712216E-01
   720  8.634000E-01  4.346707E-01  1.986331E-01  5.755998E-02  2.163361E-01  4.697908E-01
   721  8.646000E-01  4.379987E-01  1.974307E-01  5.764958E-02  2.167191E-01  4.683667E-01
   722  8.658000E-01  4.413533E-01  1.962375E-01  5.774004E-02  2.171029E-01  4.669493E-01
   723  8.670000E-01  4.447348E-01  1.950535E-01  5.783139E-02  2.174876E-01  4.655385E-01
   724  8.682000E-01  4.481434E-01  1.938787E-01  5.792362E-02  2.178731E-01  4.641344E-01
   725  8.694000E-01  4.515795E-01  1.927128E-01  5.801676E-02  2.182595E-01  4.627367E-01
   726  8.706000E-01  4.550433E-01  1.915558E-01  5.811080E-02  2.186467E-01  4.613456E-01
   727  8.718000E-01  4.585351E-01  1.904077E-01  5.820576E-02  2.190349E-01  4.599610E-01
   728  8.730000E-01  4.620552E-01  1.892684E-01  5.830164E-02  2.194239E-01  4.585829E-01
   729  8.742000E-01  4.656039E-01  1.881378E-01  5.839846E-02  2.198138E-01  4.572111E-01
   730  8.754000E-01  4.691815E-01  1.870158E-01  5.849623E-02  2.202046E-01  4.558457E-01
   731  8.766000E-01  4.727882E-01  1.859023E-01  5.859495E-02  2.205963E-01  4.544866E-01
   732  8.778000E-01  4.764245E-01  1.847973E-01  5.869464E-02  2.209889E-01  4.531339E-01
   733  8.790000E-01  4.800905E-01  1.837007E-01  5.879530E-02  2.213824E-01  4.517874E-01
   734  8.802000E-01  4.837866E-01  1.826124E-01  5.889695E-02  2.217768E-01  4.504472E-01
   735  8.814000E-01  4.875131E-01  1.815323E-01  5.899959E-02  2.221721E-01  4.491131E-01
   736  8.826000E-01  4.912703E-01  1.804605E-01  5.910324E-02  2.225684E-01  4.477852E-01
   737  8.838000E-01  4.950586E-01  1.793967E-01  5.920790E-02  2.229656E-01  4.464635E-01
   738  8.850000E-01  4.988782E-01  1.783409E-01  5.931360E-02  2.233638E-01  4.451478E-01
   739  8.862000E-01  5.027296E-01  1.772931E-01  5.942033E-02  2.237629E-01  4.438382E-01
   740  8.874000E-01  5.066130E-01  1.762532E-01  5.952810E-02  2.241629E-01  4.425346E-01
   741  8.886000E-01  5.105288E-01  1.752211E-01  5.963694E-02  2.245639E-01  4.412370E-01
   742  8.898000E-01  5.144774E-01  1.741967E-01  5.974685E-02  2.249659E-01  4.399454E-01
   743  8.910000E-01  5.184590E-01  1.731801E-01  5.985784E-02  2.253688E-01  4.386596E-01
   744  8.922000E-01  5.224741E-01  1.721710E-01  5.996993E-02  2.257728E-01  4.373798E-01
   745  8.934000E-01  5.265229E-01  1.711695E-01  6.008311E-02  2.261777E-01  4.361059E-01
   746  8.946000E-01  5.306059E-01  1.701755E-01  6.019742E-02  2.265836E-01  4.348378E-01
   747  8.958000E-01  5.347235E-01  1.691889E-01  6.031285E-02  2.269905E-01  4.335754E-01
   748  8.970000E-01  5.388760E-01  1.682097E-01  6.042943E-02  2.273984E-01  4.323189E-01
   749  8.982000E-01  5.430637E-01  1.672377E-01  6.054715E-02  2.278073E-01  4.310681E-01
   750  8.994000E-01  5.472872E-01  1.662730E-01  6.066604E-02  2.282173E-01  4.298229E-01
   751  9.006000E-01  5.515467E-01  1.653154E-01  6.078611E-02  2.286283E-01  4.285835E-01
   752  9.018000E-01  5.558426E-01  1.643650E-01  6.090737E-02  2.290402E-01  4.273497E-01
   753  9.030000E-01  5.601755E-01  1.634216E-01  6.102983E-02  2.294533E-01  4.261215E-01
   754  9.042000E-01  5.645456E-01  1.624851E-01  6.115351E-02  2.298674E-01  4.248988E-01
   755  9.054000E-01  5.689534E-01  1.615556E-01  6.127841E-02  2.302825E-01  4.236818E-01
   756  9.066000E-01  5.733993E-01  1.606330E-01  6.140455E-02  2.306987E-01  4.224702E-01
   757  9.078000E-01  5.778837E-01  1.597171E-01  6.153195E-02  2.311159E-01  4.212641E-01
   758  9.090000E-01  5.824071E-01  1.588081E-01  6.166062E-02  2.315343E-01  4.200635E-01
   759  9.102000E-01  5.869699E-01  1.579056E-01  6.179057E-02  2.319537E-01  4.188684E-01
   760  9.114000E-01  5.915726E-01  1.570099E-01  6.192182E-02  2.323741E-01  4.176786E-01
   761  9.126000E-01  5.962155E-01  1.561207E-01  6.205438E-02  2.327957E-01  4.164942E-01
   762  9.138000E-01  6.008992E-01  1.552380E-01  6.218826E-02  2.332184E-01  4.153151E-01
   763  9.150000E-01  6.056242E-01  1.543618E-01  6.232347E-02  2.336422E-01  4.141414E-01
   764  9.162000E-01  6.103908E-01  1.534920E-01  6.246005E-02  2.340670E-01  4.129729E-01
   765  9.174000E-01  6.151995E-01  1.526285E-01  6.259799E-02  2.344930E-01  4.118097E-01
   766  9.186000E-01  6.200510E-01  1.517713E-01  6.273731E-02  2.349202E-01  4.106517E-01
   767  9.198000E-01  6.249455E-01  1.509204E-01  6.287803E-02  2.353484E-01  4.094989E-01
   768  9.210000E-01  6.298837E-01  1.500757E-01  6.302017E-02  2.357778E-01  4.083513E-01
   769  9.222000E-01  6.348661E-01  1.492372E-01  6.316373E-02  2.362083E-01  4.072088E-01
   770  9.234000E-01  6.398930E-01  1.484047E-01  6.330874E-02  2.366400E-01  4.060715E-01
   771  9.246000E-01  6.449652E-01  1.475782E-01  6.345521E-02  2.370729E-01  4.049392E-01
   772  9.258000E-01  6.500831E-01  1.467578E-01  6.360315E-02  2.375069E-01  4.038120E-01
   773  9.270000E-01  6.552472E-01  1.459432E-01  6.375259E-02  2.379421E-01  4.026899E-01
   774  9.282000E-01  6.604580E-01  1.451346E-01  6.390354E-02  2.383784E-01  4.015727E-01
   775  9.294000E-01  6.657162E-01  1.443318E-01  6.405602E-02  2.388160E-01  4.004606E-01
   776  9.306000E-01  6.710223E-01  1.435348E-01  6.421004E-02  2.392547E-01  3.993534E-01
   777  9.318000E-01  6.763768E-01  1.427435E-01  6.436562E-02  2.396946E-01  3.982511E-01
   778  9.330000E-01  6.817804E-01  1.419580E-01  6.452277E-02  2.401357E-01  3.971537E-01
   779  9.342000E-01  6.872336E-01  1.411780E-01  6.468153E-02  2.405781E-01  3.960612E-01
   780  9.354000E-01  6.927370E-01  1.404037E-01  6.484189E-02  2.410216E-01  3.949736E-01
   781  9.366000E-01  6.982912E-01  1.396349E-01  6.500389E-02  2.414664E-01  3.938907E-01
   782  9.378000E-01  7.038968E-01  1.388717E-01  6.516754E-02  2.419124E-01  3.928127E-01
   783  9.390000E-01  7.095544E-01  1.381139E-01  6.533286E-02  2.423597E-01  3.917395E-01
   784  9.402000E-01  7.152647E-01  1.373615E-01  6.549987E-02  2.428082E-01  3.906710E-01
   785  9.414000E-01  7.210283E-01  1.366144E-01  6.566858E-02  2.432579E-01  3.896072E-01
   786  9.426000E-01  7.268459E-01  1.358727E-01  6.583902E-02  2.437089E-01  3.885482E-01
   787  9.438000E-01  7.327181E-01  1.351363E-01  6.601120E-02  2.441612E-01  3.874938E-01
   788  9.450000E-01  7.386455E-01  1.344051E-01  6.618515E-02  2.446147E-01  3.864440E-01
   789  9.462000E-01  7.446289E-01  1.336791E-01  6.636089E-02  2.450695E-01  3.853989E-01
   790  9.474000E-01  7.506690E-01  1.329583E-01  6.653843E-02  2.455256E-01  3.843584E-01
   791  9.486000E-01  7.567664E-01  1.322425E-01  6.671780E-02  2.459830E-01  3.833225E-01
   792  9.498000E-01  7.629218E-01  1.315319E-01  6.689901E-02  2.464417E-01  3.822911E-01
   793  9.510000E-01  7.691360E-01  1.308262E-01  6.708210E-02  2.469017E-01  3.812643E-01
   794  9.522000E-01  7.754097E-01  1.301256E-01  6.726707E-02  2.473630E-01  3.802419E-01
   795  9.534000E-01  7.817436E-01  1.294298E-01  6.745396E-02  2.478256E-01  3.792241E-01
   796  9.546000E-01  7.881386E-01  1.287390E-01  6.764278E-02  2.482895E-01  3.782107E-01
   797  9.558000E-01  7.945952E-01  1.280531E-01  6.783356E-02  2.487548E-01  3.772017E-01
   798  9.570000E-01  8.011145E-01  1.273719E-01  6.802632E-02  2.492214E-01  3.761972E-01
   799  9.582000E-01  8.076970E-01  1.266956E-01  6.822108E-02  2.496893E-01  3.751971E-01
   800  9.594000E-01  8.143437E-01  1.260239E-01  6.841786E-02  2.501586E-01  3.742013E-01
   801  9.606000E-01  8.210553E-01  1.253570E-01  6.861670E-02  2.506293E-01  3.732098E-01
   802  9.618000E-01  8.278326E-01  1.246948E-01  6.881761E-02  2.511013E-01  3.722227E-01
   803  9.630000E-01  8.346766E-01  1.240372E-01  6.902061E-02  2.515747E-01  3.712399E-01
   804  9.642000E-01  8.415880E-01  1.233841E-01  6.922574E-02  2.520494E-01  3.702614E-01
   805  9.654000E-01  8.485677E-01  1.227357E-01  6.943301E-02  2.525255E-01  3.692871E-01
   806  9.666000E-01  8.556166E-01  1.220917E-01  6.964246E-02  2.530031E-01  3.683170E-01
   807  9.678000E-01  8.627356E-01  1.214522E-01  6.985410E-02  2.534820E-01  3.673512E-01
   808  9.690000E-01  8.699256E-01  1.208172E-01  7.006797E-02  2.539623E-01  3.663896E-01
   809  9.702000E-01  8.771875E-01  1.201866E-01  7.028409E-02  2.544440E-01  3.654321E-01
   810  9.714000E-01  8.845222E-01  1.195603E-01  7.050249E-02  2.549271E-01  3.644787E-01
   811  9.726000E-01  8.919308E-01  1.189384E-01  7.072318E-02  2.554117E-01  3.635295E-01
   812  9.738000E-01  8.994141E-01  1.183207E-01  7.094621E-02  2.558977E-01  3.625844E-01
   813  9.750000E-01  9.069731E-01  1.177074E-01  7.117160E-02  2.563851E-01  3.616434E-01
   814  9.762000E-01  9.146089E-01  1.170982E-01  7.139938E-02  2.568739E-01  3.607064E-01
   815  9.774000E-01  9.223224E-01  1.164933E-01  7.162957E-02  2.573642E-01  3.597735E-01
   816  9.786000E-01  9.301146E-01  1.158925E-01  7.186221E-02  2.578559E-01  3.588446E-01
