  1000  1.0000E+00
   i   x             den           ener          pres          vel           cs
   271  3.246000E-01  4.596663E-03  1.590753E+01  4.874770E-02  7.790995E-02  4.204168E+00
   272  3.258000E-01  4.673657E-03  1.564558E+01  4.874803E-02  7.819811E-02  4.169409E+00
   273  3.270000E-01  4.751651E-03  1.538887E+01  4.874837E-02  7.848628E-02  4.135063E+00
   274  3.282000E-01  4.830654E-03  1.513730E+01  4.874871E-02  7.877446E-02  4.101125E+00
   275  3.294000E-01  4.910676E-03  1.489074E+01  4.874906E-02  7.906264E-02  4.067587E+00
   276  3.306000E-01  4.991726E-03  1.464907E+01  4.874942E-02  7.935082E-02  4.034444E+00
   277  3.318000E-01  5.073813E-03  1.441217E+01  4.874979E-02  7.963901E-02  4.001690E+00
   278  3.330000E-01  5.156948E-03  1.417995E+01  4.875016E-02  7.992720E-02  3.969319E+00
   279  3.342000E-01  5.241139E-03  1.395227E+01  4.875054E-02  8.021540E-02  3.937325E+00
   280  3.354000E-01  5.326397E-03  1.372905E+01  4.875092E-02  8.050360E-02  3.905701E+00
   281  3.366000E-01  5.412730E-03  1.351018E+01  4.875132E-02  8.079181E-02  3.874444E+00
   282  3.378000E-01  5.500149E-03  1.329557E+01  4.875172E-02  8.108002E-02  3.843546E+00
   283  3.390000E-01  5.588663E-03  1.308510E+01  4.875213E-02  8.136823E-02  3.813004E+00
   284  3.402000E-01  5.678282E-03  1.287869E+01  4.875255E-02  8.165646E-02  3.782810E+00
   285  3.414000E-01  5.769016E-03  1.267625E+01  4.875298E-02  8.194468E-02  3.752961E+00
   286  3.426000E-01  5.860875E-03  1.247768E+01  4.875341E-02  8.223291E-02  3.723451E+00
   287  3.438000E-01  5.953869E-03  1.228290E+01  4.875386E-02  8.252115E-02  3.694275E+00
   288  3.450000E-01  6.048008E-03  1.209183E+01  4.875431E-02  8.280939E-02  3.665428E+00
   289  3.462000E-01  6.143302E-03  1.190437E+01  4.875477E-02  8.309764E-02  3.636905E+00
   290  3.474000E-01  6.239761E-03  1.172046E+01  4.875524E-02  8.338589E-02  3.608702E+00
   291  3.486000E-01  6.337395E-03  1.154001E+01  4.875572E-02  8.367415E-02  3.580814E+00
   292  3.498000E-01  6.436214E-03  1.136294E+01  4.875621E-02  8.396242E-02  3.553236E+00
   293  3.510000E-01  6.536230E-03  1.118918E+01  4.875671E-02  8.425069E-02  3.525964E+00
   294  3.522000E-01  6.637452E-03  1.101866E+01  4.875721E-02  8.453897E-02  3.498993E+00
   295  3.534000E-01  6.739890E-03  1.085130E+01  4.875773E-02  8.482725E-02  3.472320E+00
   296  3.546000E-01  6.843556E-03  1.068705E+01  4.875826E-02  8.511554E-02  3.445939E+00
   297  3.558000E-01  6.948459E-03  1.052582E+01  4.875879E-02  8.540383E-02  3.419846E+00
   298  3.570000E-01  7.054610E-03  1.036755E+01  4.875934E-02  8.569214E-02  3.394039E+00
   299  3.582000E-01  7.162020E-03  1.021218E+01  4.875990E-02  8.598045E-02  3.368511E+00
   300  3.594000E-01  7.270700E-03  1.005965E+01  4.876046E-02  8.626876E-02  3.343260E+00
   301  3.606000E-01  7.380660E-03  9.909895E+00  4.876104E-02  8.655708E-02  3.318282E+00
   302  3.618000E-01  7.491911E-03  9.762856E+00  4.876163E-02  8.684542E-02  3.293572E+00
   303  3.630000E-01  7.604464E-03  9.618475E+00  4.876223E-02  8.713375E-02  3.269127E+00
   304  3.642000E-01  7.718330E-03  9.476696E+00  4.876284E-02  8.742210E-02  3.244944E+00
   305  3.654000E-01  7.833519E-03  9.337462E+00  4.876346E-02  8.771045E-02  3.221018E+00
   306  3.666000E-01  7.950044E-03  9.200721E+00  4.876409E-02  8.799881E-02  3.197346E+00
   307  3.678000E-01  8.067915E-03  9.066421E+00  4.876473E-02  8.828718E-02  3.173925E+00
   308  3.690000E-01  8.187142E-03  8.934508E+00  4.876539E-02  8.857555E-02  3.150751E+00
   309  3.702000E-01  8.307738E-03  8.804934E+00  4.876606E-02  8.886393E-02  3.127820E+00
   310  3.714000E-01  8.429714E-03  8.677650E+00  4.876674E-02  8.915233E-02  3.105130E+00
   311  3.726000E-01  8.553081E-03  8.552608E+00  4.876743E-02  8.944073E-02  3.082677E+00
   312  3.738000E-01  8.677850E-03  8.429761E+00  4.876813E-02  8.972913E-02  3.060458E+00
   313  3.750000E-01  8.804033E-03  8.309065E+00  4.876885E-02  9.001755E-02  3.038469E+00
   314  3.762000E-01  8.931641E-03  8.190474E+00  4.876958E-02  9.030598E-02  3.016708E+00
   315  3.774000E-01  9.060685E-03  8.073946E+00  4.877032E-02  9.059441E-02  2.995171E+00
   316  3.786000E-01  9.191179E-03  7.959438E+00  4.877108E-02  9.088285E-02  2.973856E+00
   317  3.798000E-01  9.323132E-03  7.846909E+00  4.877185E-02  9.117131E-02  2.952759E+00
   318  3.810000E-01  9.456558E-03  7.736319E+00  4.877263E-02  9.145977E-02  2.931878E+00
   319  3.822000E-01  9.591467E-03  7.627628E+00  4.877342E-02  9.174824E-02  2.911210E+00
   320  3.834000E-01  9.727871E-03  7.520798E+00  4.877423E-02  9.203672E-02  2.890751E+00
   321  3.846000E-01  9.865783E-03  7.415791E+00  4.877506E-02  9.232521E-02  2.870500E+00
   322  3.858000E-01  1.000521E-02  7.312571E+00  4.877589E-02  9.261372E-02  2.850452E+00
   323  3.870000E-01  1.014618E-02  7.211102E+00  4.877675E-02  9.290223E-02  2.830607E+00
   324  3.882000E-01  1.028868E-02  7.111349E+00  4.877761E-02  9.319075E-02  2.810960E+00
   325  3.894000E-01  1.043275E-02  7.013278E+00  4.877850E-02  9.347928E-02  2.791510E+00
   326  3.906000E-01  1.057838E-02  6.916855E+00  4.877939E-02  9.376783E-02  2.772254E+00
   327  3.918000E-01  1.072559E-02  6.822047E+00  4.878031E-02  9.405638E-02  2.753189E+00
   328  3.930000E-01  1.087439E-02  6.728824E+00  4.878123E-02  9.434495E-02  2.734313E+00
   329  3.942000E-01  1.102480E-02  6.637153E+00  4.878218E-02  9.463352E-02  2.715624E+00
   330  3.954000E-01  1.117682E-02  6.547004E+00  4.878314E-02  9.492211E-02  2.697118E+00
   331  3.966000E-01  1.133048E-02  6.458347E+00  4.878411E-02  9.521071E-02  2.678795E+00
   332  3.978000E-01  1.148578E-02  6.371154E+00  4.878511E-02  9.549932E-02  2.660650E+00
   333  3.990000E-01  1.164273E-02  6.285396E+00  4.878612E-02  9.578795E-02  2.642683E+00
   334  4.002000E-01  1.180135E-02  6.201044E+00  4.878714E-02  9.607658E-02  2.624890E+00
   335  4.014000E-01  1.196166E-02  6.118073E+00  4.878818E-02  9.636523E-02  2.607270E+00
   336  4.026000E-01  1.212365E-02  6.036454E+00  4.878924E-02  9.665390E-02  2.589821E+00
   337  4.038000E-01  1.228735E-02  5.956163E+00  4.879032E-02  9.694257E-02  2.572539E+00
   338  4.050000E-01  1.245278E-02  5.877174E+00  4.879142E-02  9.723126E-02  2.555424E+00
   339  4.062000E-01  1.261993E-02  5.799461E+00  4.879253E-02  9.751996E-02  2.538473E+00
   340  4.074000E-01  1.278883E-02  5.723001E+00  4.879366E-02  9.780867E-02  2.521684E+00
   341  4.086000E-01  1.295949E-02  5.647770E+00  4.879481E-02  9.809740E-02  2.505055E+00
   342  4.098000E-01  1.313192E-02  5.573744E+00  4.879598E-02  9.838615E-02  2.488584E+00
   343  4.110000E-01  1.330614E-02  5.500901E+00  4.879717E-02  9.867490E-02  2.472269E+00
   344  4.122000E-01  1.348216E-02  5.429219E+00  4.879838E-02  9.896367E-02  2.456108E+00
   345  4.134000E-01  1.365998E-02  5.358675E+00  4.879961E-02  9.925246E-02  2.440099E+00
   346  4.146000E-01  1.383964E-02  5.289249E+00  4.880085E-02  9.954126E-02  2.424241E+00
   347  4.158000E-01  1.402113E-02  5.220919E+00  4.880212E-02  9.983008E-02  2.408531E+00
   348  4.170000E-01  1.420448E-02  5.153665E+00  4.880341E-02  1.001189E-01  2.392968E+00
   349  4.182000E-01  1.438969E-02  5.087468E+00  4.880472E-02  1.004078E-01  2.377550E+00
   350  4.194000E-01  1.457678E-02  5.022307E+00  4.880604E-02  1.006966E-01  2.362275E+00
   351  4.206000E-01  1.476577E-02  4.958164E+00  4.880739E-02  1.009855E-01  2.347141E+00
   352  4.218000E-01  1.495666E-02  4.895019E+00  4.880877E-02  1.012744E-01  2.332147E+00
   353  4.230000E-01  1.514948E-02  4.832855E+00  4.881016E-02  1.015633E-01  2.317291E+00
   354  4.242000E-01  1.534423E-02  4.771653E+00  4.881157E-02  1.018522E-01  2.302572E+00
   355  4.254000E-01  1.554094E-02  4.711397E+00  4.881301E-02  1.021412E-01  2.287987E+00
   356  4.266000E-01  1.573960E-02  4.652068E+00  4.881447E-02  1.024302E-01  2.273536E+00
   357  4.278000E-01  1.594025E-02  4.593650E+00  4.881595E-02  1.027191E-01  2.259216E+00
   358  4.290000E-01  1.614289E-02  4.536126E+00  4.881746E-02  1.030081E-01  2.245026E+00
   359  4.302000E-01  1.634754E-02  4.479481E+00  4.881899E-02  1.032972E-01  2.230964E+00
   360  4.314000E-01  1.655421E-02  4.423698E+00  4.882054E-02  1.035862E-01  2.217029E+00
   361  4.326000E-01  1.676291E-02  4.368762E+00  4.882212E-02  1.038752E-01  2.203220E+00
   362  4.338000E-01  1.697367E-02  4.314658E+00  4.882372E-02  1.041643E-01  2.189535E+00
   363  4.350000E-01  1.718649E-02  4.261372E+00  4.882534E-02  1.044534E-01  2.175973E+00
   364  4.362000E-01  1.740139E-02  4.208887E+00  4.882699E-02  1.047425E-01  2.162531E+00
   365  4.374000E-01  1.761839E-02  4.157191E+00  4.882867E-02  1.050317E-01  2.149209E+00
   366  4.386000E-01  1.783750E-02  4.106269E+00  4.883037E-02  1.053208E-01  2.136006E+00
   367  4.398000E-01  1.805873E-02  4.056108E+00  4.883210E-02  1.056100E-01  2.122919E+00
   368  4.410000E-01  1.828210E-02  4.006694E+00  4.883385E-02  1.058992E-01  2.109948E+00
   369  4.422000E-01  1.850763E-02  3.958014E+00  4.883563E-02  1.061884E-01  2.097092E+00
   370  4.434000E-01  1.873533E-02  3.910055E+00  4.883744E-02  1.064777E-01  2.084348E+00
   371  4.446000E-01  1.896521E-02  3.862806E+00  4.883927E-02  1.067669E-01  2.071716E+00
   372  4.458000E-01  1.919729E-02  3.816252E+00  4.884113E-02  1.070562E-01  2.059194E+00
   373  4.470000E-01  1.943159E-02  3.770383E+00  4.884302E-02  1.073455E-01  2.046781E+00
   374  4.482000E-01  1.966813E-02  3.725186E+00  4.884494E-02  1.076348E-01  2.034477E+00
   375  4.494000E-01  1.990691E-02  3.680649E+00  4.884689E-02  1.079242E-01  2.022278E+00
   376  4.506000E-01  2.014795E-02  3.636762E+00  4.884886E-02  1.082136E-01  2.010186E+00
   377  4.518000E-01  2.039127E-02  3.593514E+00  4.885087E-02  1.085030E-01  1.998197E+00
   378  4.530000E-01  2.063688E-02  3.550893E+00  4.885290E-02  1.087924E-01  1.986312E+00
   379  4.542000E-01  2.088481E-02  3.508888E+00  4.885497E-02  1.090819E-01  1.974529E+00
   380  4.554000E-01  2.113506E-02  3.467489E+00  4.885706E-02  1.093713E-01  1.962846E+00
   381  4.566000E-01  2.138766E-02  3.426686E+00  4.885919E-02  1.096608E-01  1.951263E+00
   382  4.578000E-01  2.164261E-02  3.386469E+00  4.886134E-02  1.099504E-01  1.939779E+00
   383  4.590000E-01  2.189994E-02  3.346827E+00  4.886353E-02  1.102399E-01  1.928392E+00
   384  4.602000E-01  2.215965E-02  3.307752E+00  4.886575E-02  1.105295E-01  1.917102E+00
   385  4.614000E-01  2.242178E-02  3.269233E+00  4.886800E-02  1.108191E-01  1.905907E+00
   386  4.626000E-01  2.268633E-02  3.231261E+00  4.887028E-02  1.111087E-01  1.894806E+00
   387  4.638000E-01  2.295331E-02  3.193827E+00  4.887260E-02  1.113984E-01  1.883798E+00
   388  4.650000E-01  2.322276E-02  3.156922E+00  4.887495E-02  1.116881E-01  1.872883E+00
   389  4.662000E-01  2.349468E-02  3.120537E+00  4.887734E-02  1.119778E-01  1.862059E+00
   390  4.674000E-01  2.376908E-02  3.084664E+00  4.887976E-02  1.122676E-01  1.851325E+00
   391  4.686000E-01  2.404600E-02  3.049294E+00  4.888221E-02  1.125573E-01  1.840680E+00
   392  4.698000E-01  2.432543E-02  3.014419E+00  4.888470E-02  1.128471E-01  1.830124E+00
   393  4.710000E-01  2.460741E-02  2.980030E+00  4.888722E-02  1.131370E-01  1.819655E+00
   394  4.722000E-01  2.489195E-02  2.946120E+00  4.888978E-02  1.134269E-01  1.809272E+00
   395  4.734000E-01  2.517906E-02  2.912681E+00  4.889237E-02  1.137168E-01  1.798975E+00
   396  4.746000E-01  2.546876E-02  2.879705E+00  4.889501E-02  1.140067E-01  1.788763E+00
   397  4.758000E-01  2.576107E-02  2.847184E+00  4.889768E-02  1.142966E-01  1.778634E+00
   398  4.770000E-01  2.605601E-02  2.815111E+00  4.890038E-02  1.145866E-01  1.768587E+00
   399  4.782000E-01  2.635360E-02  2.783480E+00  4.890313E-02  1.148767E-01  1.758623E+00
   400  4.794000E-01  2.665384E-02  2.752281E+00  4.890591E-02  1.151667E-01  1.748740E+00
   401  4.806000E-01  2.695676E-02  2.721510E+00  4.890873E-02  1.154568E-01  1.738936E+00
   402  4.818000E-01  2.726239E-02  2.691158E+00  4.891159E-02  1.157470E-01  1.729212E+00
   403  4.830000E-01  2.757072E-02  2.661220E+00  4.891449E-02  1.160371E-01  1.719567E+00
   404  4.842000E-01  2.788179E-02  2.631687E+00  4.891744E-02  1.163273E-01  1.709999E+00
   405  4.854000E-01  2.819561E-02  2.602555E+00  4.892042E-02  1.166176E-01  1.700508E+00
   406  4.866000E-01  2.851220E-02  2.573816E+00  4.892344E-02  1.169078E-01  1.691093E+00
   407  4.878000E-01  2.883158E-02  2.545465E+00  4.892650E-02  1.171981E-01  1.681753E+00
   408  4.890000E-01  2.915376E-02  2.517494E+00  4.892961E-02  1.174885E-01  1.672488E+00
   409  4.902000E-01  2.947877E-02  2.489899E+00  4.893276E-02  1.177789E-01  1.663296E+00
   410  4.914000E-01  2.980661E-02  2.462673E+00  4.893595E-02  1.180693E-01  1.654177E+00
   411  4.926000E-01  3.013732E-02  2.435810E+00  4.893919E-02  1.183598E-01  1.645131E+00
   412  4.938000E-01  3.047091E-02  2.409304E+00  4.894246E-02  1.186503E-01  1.636155E+00
   413  4.950000E-01  3.080740E-02  2.383151E+00  4.894579E-02  1.189408E-01  1.627251E+00
   414  4.962000E-01  3.114680E-02  2.357344E+00  4.894916E-02  1.192314E-01  1.618416E+00
   415  4.974000E-01  3.148915E-02  2.331878E+00  4.895257E-02  1.195220E-01  1.609651E+00
   416  4.986000E-01  3.183444E-02  2.306749E+00  4.895603E-02  1.198127E-01  1.600954E+00
   417  4.998000E-01  3.218271E-02  2.281949E+00  4.895954E-02  1.201034E-01  1.592325E+00
   418  5.010000E-01  3.253398E-02  2.257475E+00  4.896309E-02  1.203941E-01  1.583763E+00
   419  5.022000E-01  3.288825E-02  2.233321E+00  4.896669E-02  1.206849E-01  1.575268E+00
   420  5.034000E-01  3.324556E-02  2.209483E+00  4.897034E-02  1.209757E-01  1.566838E+00
   421  5.046000E-01  3.360592E-02  2.185956E+00  4.897404E-02  1.212666E-01  1.558473E+00
   422  5.058000E-01  3.396936E-02  2.162734E+00  4.897778E-02  1.215575E-01  1.550173E+00
   423  5.070000E-01  3.433588E-02  2.139813E+00  4.898158E-02  1.218485E-01  1.541937E+00
   424  5.082000E-01  3.470551E-02  2.117189E+00  4.898543E-02  1.221395E-01  1.533764E+00
   425  5.094000E-01  3.507828E-02  2.094857E+00  4.898932E-02  1.224306E-01  1.525654E+00
   426  5.106000E-01  3.545420E-02  2.072813E+00  4.899327E-02  1.227217E-01  1.517605E+00
   427  5.118000E-01  3.583328E-02  2.051051E+00  4.899727E-02  1.230128E-01  1.509618E+00
   428  5.130000E-01  3.621556E-02  2.029569E+00  4.900132E-02  1.233041E-01  1.501691E+00
   429  5.142000E-01  3.660106E-02  2.008361E+00  4.900543E-02  1.235953E-01  1.493825E+00
   430  5.154000E-01  3.698978E-02  1.987424E+00  4.900959E-02  1.238866E-01  1.486018E+00
   431  5.166000E-01  3.738176E-02  1.966754E+00  4.901380E-02  1.241780E-01  1.478270E+00
   432  5.178000E-01  3.777701E-02  1.946346E+00  4.901807E-02  1.244694E-01  1.470580E+00
   433  5.190000E-01  3.817555E-02  1.926196E+00  4.902239E-02  1.247608E-01  1.462948E+00
   434  5.202000E-01  3.857741E-02  1.906301E+00  4.902677E-02  1.250523E-01  1.455374E+00
   435  5.214000E-01  3.898260E-02  1.886657E+00  4.903121E-02  1.253439E-01  1.447856E+00
   436  5.226000E-01  3.939116E-02  1.867261E+00  4.903570E-02  1.256355E-01  1.440394E+00
   437  5.238000E-01  3.980309E-02  1.848107E+00  4.904025E-02  1.259272E-01  1.432987E+00
   438  5.250000E-01  4.021842E-02  1.829194E+00  4.904486E-02  1.262189E-01  1.425636E+00
   439  5.262000E-01  4.063717E-02  1.810517E+00  4.904953E-02  1.265107E-01  1.418339E+00
   440  5.274000E-01  4.105937E-02  1.792073E+00  4.905425E-02  1.268025E-01  1.411096E+00
   441  5.286000E-01  4.148503E-02  1.773859E+00  4.905904E-02  1.270944E-01  1.403907E+00
   442  5.298000E-01  4.191417E-02  1.755870E+00  4.906389E-02  1.273864E-01  1.396770E+00
   443  5.310000E-01  4.234683E-02  1.738104E+00  4.906880E-02  1.276784E-01  1.389686E+00
   444  5.322000E-01  4.278301E-02  1.720558E+00  4.907377E-02  1.279705E-01  1.382654E+00
   445  5.334000E-01  4.322275E-02  1.703228E+00  4.907881E-02  1.282626E-01  1.375673E+00
   446  5.346000E-01  4.366606E-02  1.686112E+00  4.908390E-02  1.285548E-01  1.368743E+00
   447  5.358000E-01  4.411297E-02  1.669205E+00  4.908907E-02  1.288470E-01  1.361864E+00
   448  5.370000E-01  4.456350E-02  1.652506E+00  4.909429E-02  1.291393E-01  1.355034E+00
   449  5.382000E-01  4.501767E-02  1.636011E+00  4.909959E-02  1.294317E-01  1.348254E+00
   450  5.394000E-01  4.547550E-02  1.619716E+00  4.910494E-02  1.297242E-01  1.341523E+00
   451  5.406000E-01  4.593703E-02  1.603621E+00  4.911037E-02  1.300167E-01  1.334841E+00
   452  5.418000E-01  4.640226E-02  1.587720E+00  4.911586E-02  1.303092E-01  1.328207E+00
   453  5.430000E-01  4.687123E-02  1.572012E+00  4.912142E-02  1.306019E-01  1.321620E+00
   454  5.442000E-01  4.734396E-02  1.556494E+00  4.912705E-02  1.308946E-01  1.315081E+00
   455  5.454000E-01  4.782046E-02  1.541163E+00  4.913275E-02  1.311874E-01  1.308588E+00
   456  5.466000E-01  4.830077E-02  1.526017E+00  4.913852E-02  1.314802E-01  1.302142E+00
   457  5.478000E-01  4.878491E-02  1.511052E+00  4.914436E-02  1.317731E-01  1.295742E+00
   458  5.490000E-01  4.927290E-02  1.496267E+00  4.915028E-02  1.320661E-01  1.289387E+00
   459  5.502000E-01  4.976477E-02  1.481659E+00  4.915626E-02  1.323592E-01  1.283077E+00
   460  5.514000E-01  5.026054E-02  1.467224E+00  4.916232E-02  1.326523E-01  1.276812E+00
   461  5.526000E-01  5.076023E-02  1.452962E+00  4.916845E-02  1.329455E-01  1.270591E+00
   462  5.538000E-01  5.126387E-02  1.438869E+00  4.917466E-02  1.332388E-01  1.264414E+00
   463  5.550000E-01  5.177148E-02  1.424943E+00  4.918094E-02  1.335321E-01  1.258281E+00
   464  5.562000E-01  5.228309E-02  1.411182E+00  4.918730E-02  1.338255E-01  1.252190E+00
   465  5.574000E-01  5.279872E-02  1.397583E+00  4.919374E-02  1.341190E-01  1.246142E+00
   466  5.586000E-01  5.331839E-02  1.384145E+00  4.920025E-02  1.344126E-01  1.240137E+00
   467  5.598000E-01  5.384215E-02  1.370864E+00  4.920685E-02  1.347063E-01  1.234173E+00
   468  5.610000E-01  5.436999E-02  1.357739E+00  4.921352E-02  1.350000E-01  1.228251E+00
   469  5.622000E-01  5.490196E-02  1.344768E+00  4.922027E-02  1.352938E-01  1.222369E+00
   470  5.634000E-01  5.543808E-02  1.331948E+00  4.922711E-02  1.355877E-01  1.216529E+00
   471  5.646000E-01  5.597837E-02  1.319278E+00  4.923402E-02  1.358817E-01  1.210729E+00
   472  5.658000E-01  5.652287E-02  1.306755E+00  4.924102E-02  1.361758E-01  1.204969E+00
   473  5.670000E-01  5.707158E-02  1.294377E+00  4.924811E-02  1.364699E-01  1.199248E+00
   474  5.682000E-01  5.762455E-02  1.282143E+00  4.925527E-02  1.367641E-01  1.193567E+00
   475  5.694000E-01  5.818180E-02  1.270050E+00  4.926252E-02  1.370585E-01  1.187925E+00
   476  5.706000E-01  5.874335E-02  1.258096E+00  4.926986E-02  1.373529E-01  1.182322E+00
   477  5.718000E-01  5.930923E-02  1.246280E+00  4.927729E-02  1.376474E-01  1.176757E+00
   478  5.730000E-01  5.987947E-02  1.234600E+00  4.928480E-02  1.379420E-01  1.171229E+00
   479  5.742000E-01  6.045410E-02  1.223054E+00  4.929240E-02  1.382366E-01  1.165739E+00
   480  5.754000E-01  6.103313E-02  1.211639E+00  4.930009E-02  1.385314E-01  1.160287E+00
   481  5.766000E-01  6.161661E-02  1.200355E+00  4.930787E-02  1.388262E-01  1.154871E+00
   482  5.778000E-01  6.220455E-02  1.189200E+00  4.931575E-02  1.391212E-01  1.149492E+00
   483  5.790000E-01  6.279698E-02  1.178171E+00  4.932371E-02  1.394162E-01  1.144150E+00
   484  5.802000E-01  6.339394E-02  1.167267E+00  4.933177E-02  1.397114E-01  1.138843E+00
   485  5.814000E-01  6.399544E-02  1.156487E+00  4.933992E-02  1.400066E-01  1.133572E+00
   486  5.826000E-01  6.460152E-02  1.145828E+00  4.934817E-02  1.403020E-01  1.128336E+00
   487  5.838000E-01  6.521221E-02  1.135290E+00  4.935652E-02  1.405974E-01  1.123136E+00
   488  5.850000E-01  6.582753E-02  1.124870E+00  4.936496E-02  1.408929E-01  1.117970E+00
   489  5.862000E-01  6.644752E-02  1.114568E+00  4.937349E-02  1.411886E-01  1.112838E+00
   490  5.874000E-01  6.707219E-02  1.104380E+00  4.938213E-02  1.414843E-01  1.107741E+00
   491  5.886000E-01  6.770159E-02  1.094307E+00  4.939087E-02  1.417801E-01  1.102677E+00
   492  5.898000E-01  6.833573E-02  1.084346E+00  4.939971E-02  1.420761E-01  1.097647E+00
   493  5.910000E-01  6.897465E-02  1.074496E+00  4.940865E-02  1.423721E-01  1.092650E+00
   494  5.922000E-01  6.961839E-02  1.064755E+00  4.941769E-02  1.426683E-01  1.087686E+00
   495  5.934000E-01  7.026696E-02  1.055123E+00  4.942683E-02  1.429646E-01  1.082755E+00
   496  5.946000E-01  7.092039E-02  1.045597E+00  4.943609E-02  1.432609E-01  1.077856E+00
   497  5.958000E-01  7.157873E-02  1.036176E+00  4.944544E-02  1.435574E-01  1.072990E+00
   498  5.970000E-01  7.224199E-02  1.026859E+00  4.945491E-02  1.438540E-01  1.068155E+00
   499  5.982000E-01  7.291021E-02  1.017645E+00  4.946448E-02  1.441507E-01  1.063352E+00
   500  5.994000E-01  7.358342E-02  1.008532E+00  4.947416E-02  1.444476E-01  1.058580E+00
   501  6.006000E-01  7.426165E-02  9.995189E-01  4.948395E-02  1.447445E-01  1.053839E+00
   502  6.018000E-01  7.494494E-02  9.906043E-01  4.949385E-02  1.450416E-01  1.049129E+00
   503  6.030000E-01  7.563330E-02  9.817871E-01  4.950386E-02  1.453387E-01  1.044449E+00
   504  6.042000E-01  7.632678E-02  9.730659E-01  4.951399E-02  1.456360E-01  1.039800E+00
   505  6.054000E-01  7.702540E-02  9.644396E-01  4.952423E-02  1.459335E-01  1.035181E+00
   506  6.066000E-01  7.772920E-02  9.559069E-01  4.953459E-02  1.462310E-01  1.030591E+00
   507  6.078000E-01  7.843821E-02  9.474667E-01  4.954506E-02  1.465287E-01  1.026031E+00
   508  6.090000E-01  7.915246E-02  9.391176E-01  4.955565E-02  1.468265E-01  1.021501E+00
   509  6.102000E-01  7.987199E-02  9.308587E-01  4.956636E-02  1.471244E-01  1.016999E+00
   510  6.114000E-01  8.059682E-02  9.226887E-01  4.957718E-02  1.474224E-01  1.012526E+00
   511  6.126000E-01  8.132700E-02  9.146066E-01  4.958813E-02  1.477206E-01  1.008082E+00
   512  6.138000E-01  8.206254E-02  9.066111E-01  4.959921E-02  1.480189E-01  1.003666E+00
   513  6.150000E-01  8.280350E-02  8.987013E-01  4.961040E-02  1.483173E-01  9.992782E-01
   514  6.162000E-01  8.354989E-02  8.908759E-01  4.962172E-02  1.486159E-01  9.949181E-01
   515  6.174000E-01  8.430176E-02  8.831341E-01  4.963316E-02  1.489146E-01  9.905857E-01
   516  6.186000E-01  8.505913E-02  8.754746E-01  4.964474E-02  1.492134E-01  9.862806E-01
   517  6.198000E-01  8.582205E-02  8.678965E-01  4.965644E-02  1.495124E-01  9.820028E-01
   518  6.210000E-01  8.659054E-02  8.603988E-01  4.966827E-02  1.498115E-01  9.777518E-01
   519  6.222000E-01  8.736465E-02  8.529805E-01  4.968022E-02  1.501108E-01  9.735276E-01
   520  6.234000E-01  8.814440E-02  8.456405E-01  4.969232E-02  1.504102E-01  9.693299E-01
   521  6.246000E-01  8.892984E-02  8.383779E-01  4.970454E-02  1.507097E-01  9.651585E-01
   522  6.258000E-01  8.972099E-02  8.311918E-01  4.971690E-02  1.510094E-01  9.610132E-01
   523  6.270000E-01  9.051790E-02  8.240811E-01  4.972939E-02  1.513092E-01  9.568937E-01
   524  6.282000E-01  9.132060E-02  8.170450E-01  4.974202E-02  1.516092E-01  9.527999E-01
   525  6.294000E-01  9.212912E-02  8.100825E-01  4.975479E-02  1.519093E-01  9.487316E-01
   526  6.306000E-01  9.294351E-02  8.031928E-01  4.976770E-02  1.522096E-01  9.446885E-01
   527  6.318000E-01  9.376380E-02  7.963748E-01  4.978075E-02  1.525100E-01  9.406704E-01
   528  6.330000E-01  9.459002E-02  7.896278E-01  4.979394E-02  1.528106E-01  9.366772E-01
   529  6.342000E-01  9.542222E-02  7.829509E-01  4.980727E-02  1.531114E-01  9.327086E-01
   530  6.354000E-01  9.626043E-02  7.763433E-01  4.982075E-02  1.534123E-01  9.287645E-01
   531  6.366000E-01  9.710469E-02  7.698039E-01  4.983438E-02  1.537133E-01  9.248447E-01
   532  6.378000E-01  9.795503E-02  7.633322E-01  4.984815E-02  1.540146E-01  9.209489E-01
   533  6.390000E-01  9.881151E-02  7.569271E-01  4.986207E-02  1.543159E-01  9.170769E-01
   534  6.402000E-01  9.967414E-02  7.505880E-01  4.987614E-02  1.546175E-01  9.132287E-01
   535  6.414000E-01  1.005430E-01  7.443140E-01  4.989036E-02  1.549192E-01  9.094039E-01
   536  6.426000E-01  1.014181E-01  7.381043E-01  4.990474E-02  1.552211E-01  9.056025E-01
   537  6.438000E-01  1.022994E-01  7.319581E-01  4.991927E-02  1.555231E-01  9.018241E-01
   538  6.450000E-01  1.031871E-01  7.258748E-01  4.993396E-02  1.558254E-01  8.980687E-01
   539  6.462000E-01  1.040812E-01  7.198534E-01  4.994880E-02  1.561278E-01  8.943361E-01
   540  6.474000E-01  1.049817E-01  7.138934E-01  4.996380E-02  1.564303E-01  8.906261E-01
   541  6.486000E-01  1.058886E-01  7.079939E-01  4.997896E-02  1.567331E-01  8.869384E-01
   542  6.498000E-01  1.068019E-01  7.021542E-01  4.999429E-02  1.570360E-01  8.832730E-01
   543  6.510000E-01  1.077219E-01  6.963736E-01  5.000977E-02  1.573391E-01  8.796297E-01
